,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
3967,tt14998742,movie,Rebel Moon - Part One: A Child of Fire,Rebel Moon - Part One: A Child of Fire,2023,133,"Action,Adventure,Drama",5.6,99626
3959,tt23849204,movie,12th Fail,12th Fail,2023,147,"Biography,Drama",9.1,99801
561,tt6166392,movie,Wonka,Wonka,2023,116,"Adventure,Comedy,Family",7.1,99995
67,tt5090568,movie,Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,2023,127,"Action,Adventure,Sci-Fi",6,100399
1068,tt10545296,movie,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,2023,157,"Action,Adventure,Drama",6.8,101175
3647,tt17024450,movie,The Equalizer 3,The Equalizer 3,2023,109,"Action,Crime,Thriller",6.8,102691
3456,tt14849194,movie,The Holdovers,The Holdovers,2023,133,"Comedy,Drama",8,104481
1242,tt14209916,movie,Cocaine Bear,Cocaine Bear,2023,95,"Comedy,Thriller",5.9,105149
2850,tt22687790,movie,A Haunting in Venice,A Haunting in Venice,2023,103,"Crime,Drama,Horror",6.5,105231
1339,tt14230458,movie,Poor Things,Poor Things,2023,141,"Comedy,Drama,Romance",8.3,105842
1338,tt14230388,movie,Asteroid City,Asteroid City,2023,105,"Comedy,Drama,Romance",6.5,106136
2718,tt16277242,movie,Society of the Snow,La sociedad de la nieve,2023,144,"Adventure,Biography,Drama",7.8,108250
706,tt7599146,movie,Sound of Freedom,Sound of Freedom,2023,131,"Biography,Crime,Drama",7.7,109089
1310,tt10676048,movie,The Marvels,The Marvels,2023,105,"Action,Adventure,Fantasy",5.6,110768
2765,tt13287846,movie,Napoleon,Napoleon,2023,158,"Action,Adventure,Biography",6.4,112351
1585,tt15679400,movie,Knock at the Cabin,Knock at the Cabin,2023,100,"Horror,Mystery,Thriller",6.1,112511
188,tt5433140,movie,Fast X,Fast X,2023,141,"Action,Adventure,Crime",5.8,115516
353,tt17663992,movie,Scream VI,Scream VI,2023,122,"Horror,Mystery,Thriller",6.5,116704
1946,tt15789038,movie,Elemental,Elemental,2023,101,"Adventure,Animation,Comedy",7,119196
239,tt10151854,movie,Shazam! Fury of the Gods,Shazam! Fury of the Gods,2023,130,"Action,Adventure,Comedy",5.9,122226
1387,tt12915716,movie,Adipurush,Adipurush,2023,179,"Action,Adventure,Drama",3.1,132433
3025,tt13345606,movie,Evil Dead Rise,Evil Dead Rise,2023,96,Horror,6.5,133256
3571,tt12263384,movie,Extraction II,Extraction 2,2023,122,"Action,Crime,Thriller",7,143812
2489,tt11858890,movie,The Creator,The Creator,2023,133,"Action,Adventure,Drama",6.8,145203
1554,tt15671028,movie,No Hard Feelings,No Hard Feelings,2023,103,"Comedy,Romance",6.4,149773
454,tt5971474,movie,The Little Mermaid,The Little Mermaid,2023,135,"Adventure,Family,Fantasy",7.2,153121
1209,tt12844910,movie,Pathaan,Pathaan,2023,146,"Action,Adventure,Thriller",5.8,155667
521,tt4873118,movie,The Covenant,The Covenant,2023,123,"Action,Drama,Thriller",7.5,155776
3048,tt16419074,movie,Air,Air,2023,111,"Drama,Sport",7.4,163382
800,tt1136617,movie,The Killer,The Killer,2023,118,"Action,Adventure,Crime",6.7,173912
108,tt17351924,movie,Saltburn,Saltburn,2023,131,"Comedy,Drama,Thriller",7,179260
825,tt12747748,movie,Leave the World Behind,Leave the World Behind,2023,138,"Drama,Mystery,Thriller",6.5,182776
2729,tt1462764,movie,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,2023,154,"Action,Adventure,Sci-Fi",6.6,191311
27,tt0439572,movie,The Flash,The Flash,2023,144,"Action,Adventure,Fantasy",6.7,203392
227,tt5537002,movie,Killers of the Flower Moon,Killers of the Flower Moon,2023,206,"Crime,Drama,History",7.7,209350
787,tt2906216,movie,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves,2023,134,"Action,Adventure,Comedy",7.3,219276
1873,tt10954600,movie,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,2023,124,"Action,Adventure,Comedy",6.1,223132
76,tt6718170,movie,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023,92,"Adventure,Animation,Comedy",7,230431
1563,tt9603212,movie,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023,163,"Action,Adventure,Thriller",7.7,233706
642,tt10366206,movie,John Wick: Chapter 4,John Wick: Chapter 4,2023,169,"Action,Crime,Thriller",7.7,325602
1305,tt9362722,movie,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023,140,"Action,Adventure,Animation",8.6,349900
112,tt6791350,movie,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,2023,150,"Action,Adventure,Comedy",7.9,371456
4633,tt1517268,movie,Barbie,Barbie,2023,114,"Adventure,Comedy,Fantasy",6.9,500306
613,tt15398776,movie,Oppenheimer,Oppenheimer,2023,180,"Biography,Drama,History",8.4,651408
